a1,a2,max_dim,iLayer,logZ,magnetizationX,magnetizationY,magnetizationZ,magnetizationXY,magnetizationXYZ
0.0,0.0,24,60,0.8575244613722999,0.0,0.0,0.0,0.0,0.0
0.0,0.4898979485566356,24,60,0.86061573282145,0.0,0.0,1.4264567615862193e-08,0.0,1.4264567615862193e-08
0.0,0.9797958971132712,24,60,0.8986403421636713,0.0,0.0,5.4767478579480306e-17,0.0,5.4767478579480306e-17
0.0,1.469693845669907,24,60,1.019180286902041,0.0,0.0,5.581763430363146e-15,0.0,5.581763430363146e-15
0.0,1.9595917942265424,24,60,1.3520945980426182,0.0,0.0,1.9249965329628915,0.0,1.9249965329628915
0.0,2.449489742783178,24,60,1.792631276022248,0.0,0.0,1.990301449108432,0.0,1.990301449108432
0.0,2.939387691339814,24,60,2.1565923712850115,0.0,0.0,1.9984721498690068,0.0,1.9984721498690068
0.0,3.4292856398964493,24,60,2.464757838118335,0.0,0.0,1.999574590548384,0.0,1.999574590548384
0.0,3.919183588453085,24,60,2.7317849946627617,0.0,0.0,1.999857001038528,0.0,1.999857001038528
0.0,4.409081537009721,24,60,2.967339839643353,0.0,0.0,1.99994524618714,0.0,1.99994524618714
0.0,4.898979485566356,24,60,3.178056780240908,0.0,0.0,1.9999774320983827,0.0,1.9999774320983827
0.2449489742783178,0.0,24,60,0.9003210546364679,0.2721985560046661,0.2721875803046928,4.15072629732311e-13,0.3849391286465289,0.3849391286465289
0.2449489742783178,0.4898979485566356,24,60,0.9094801818963708,0.434347617041357,3.3770857023797866e-05,2.290638815899878e-16,0.4343476183542119,0.4343476183542119
0.2449489742783178,0.9797958971132712,24,60,0.952032744801862,2.878901293927168e-05,0.390672738364113,1.7003383589289137e-15,0.39067273942485664,0.39067273942485664
0.2449489742783178,1.469693845669907,24,60,1.0676132756119017,1.8867455609748503e-14,3.6517387314631475e-14,8.266992770833709e-15,4.1103533394011736e-14,4.1926645786965294e-14
0.2449489742783178,1.9595917942265424,24,60,1.354896216863918,1.3431502562292788e-14,6.034493974638893e-15,1.8776548724137756,1.4724821853279952e-14,1.8776548724137756
0.2449489742783178,2.449489742783178,24,60,1.793042503673547,4.94451611120233e-14,5.2589982664784656e-14,1.987787006299772,7.218400261883717e-14,1.987787006299772
0.2449489742783178,2.939387691339814,24,60,2.1567412702502406,2.2307944928741903e-15,3.531055756788109e-15,1.9979977858315623,4.176697119373663e-15,1.9979977858315623
0.2449489742783178,3.4292856398964493,24,60,2.464827928327141,7.558009519366788e-15,6.782361571921853e-16,1.999380696885266,7.588380076127039e-15,1.999380696885266
0.2449489742783178,3.919183588453085,24,60,2.731822969725608,9.96211350267605e-16,1.6925768978492924e-15,1.9997445604206836,1.963989208100477e-15,1.9997445604206836
0.2449489742783178,4.409081537009721,24,60,2.967362382189237,5.46713692028967e-16,9.774073478472212e-17,1.9998739427094865,5.553819517126943e-16,1.9998739427094865
0.2449489742783178,4.898979485566356,24,60,3.1780710710558635,4.014476000573887e-15,5.0601546750053295e-15,1.9999320797335496,6.45919367213602e-15,1.9999320797335496
0.4898979485566356,0.0,24,60,1.0379597888220289,0.4024706061723829,0.0911863063168393,1.2565489826256288e-16,0.4126712145188634,0.4126712145188634
0.4898979485566356,0.4898979485566356,24,60,1.0507533114009706,0.3777635655489136,0.0317786338959652,1.157682141006325e-16,0.37909786734895,0.37909786734895
0.4898979485566356,0.9797958971132712,24,60,1.0963917360027982,0.1235711917451984,0.0124780738873394,7.452772286414804e-15,0.12419960449722249,0.12419960449722249
0.4898979485566356,1.469693845669907,24,60,1.200186879343567,1.4610619467288648e-14,3.4327723863729973e-15,8.810028740485893e-14,1.5008468525287948e-14,8.936954049503278e-14
0.4898979485566356,1.9595917942265424,24,60,1.4085821210686706,3.65991547367243e-14,1.1107498882418064e-14,2.9357400111375018e-15,3.824754448151682e-14,3.8360047292444796e-14
0.4898979485566356,2.449489742783178,24,60,1.7992444749773535,2.35981571340518e-14,1.7286426768362052e-15,1.960687221461524,2.3661386806938836e-14,1.960687221461524
0.4898979485566356,2.939387691339814,24,60,2.158976615146736,2.714182162480978e-15,5.024556273811301e-15,1.9908316619593,5.710774952651034e-15,1.9908316619593
0.4898979485566356,3.4292856398964493,24,60,2.4658794177154046,5.6499971702183405e-15,4.544515091009906e-15,1.9964855344569847,7.250867909146603e-15,1.9964855344569847
0.4898979485566356,3.919183588453085,24,60,2.732392582667701,3.1036887273789978e-15,2.624608896279808e-14,1.9981747126153808,2.6428962703056863e-14,1.9981747126153808
0.4898979485566356,4.409081537009721,24,60,2.967700514559532,1.1756237744772322e-16,1.1028926644982458e-15,1.9988302765663504,1.1091407223590706e-15,1.9988302765663504
0.4898979485566356,4.898979485566356,24,60,3.178285428769965,5.05848669205527e-15,3.997223966396735e-15,1.9992529061719904,6.4471766728729184e-15,1.9992529061719904
0.7348469228349535,0.0,24,60,1.2454232788926272,0.0005414546587115,0.8732681939059728,1.3632642330293056e-14,0.8732683617656987,0.8732683617656987
0.7348469228349535,0.4898979485566356,24,60,1.2583956005503538,0.3773921809910786,9.385239034716164e-07,1.4946672330441765e-14,0.37739218099224553,0.37739218099224553
0.7348469228349535,0.9797958971132712,24,60,1.3010359146043424,0.1187526092775705,0.0117846024152202,2.2433801618834435e-14,0.11933590852847327,0.11933590852847327
0.7348469228349535,1.469693845669907,24,60,1.3885824719748203,4.1274914658454886e-15,1.3996050515220998e-15,2.5120551101946325e-14,4.358334555868047e-15,2.549582647741332e-14
