a1,a2,a3,obs_new,obs_min,obs_max,logZ_new,logZ_min,logZ_max,logZ,obs,a0,b0,b2,b4,b6
0.0,1.0954451150103324,2.7627122103840795,5.021835334498849e-09,5.296372812331028e-08,7.097498092866662,2.0546905733774063,2.0547206526185304,2.054074295159053,,,1,1,-1.49473107602506,0.5330920718019432,-0.038360995776883094
0.0,1.460593486680443,2.739347046947314,2.2411377017924146,1.0448555236511536,2.3347793295959947,2.2404497037789226,2.2337462134619277,2.2424132182313,,,1,1,-1.5497629447026517,0.5942746499058056,-0.04451170520315373
1.1547005383792517,2.921186973360886,2.347925967878136,0.7019476257655151,0.706758066158248,0.7700473955489444,3.3728983773628958,3.3731094379379183,,,,1,1,-0.04115028323660936,0.2176805099397456,-0.02182968832388446
1.1547005383792517,3.286335345030997,1.0556359004129257,2.888589418879555e-30,2.2882790508565785e-30,1.1628633317863812,3.4740347589212064,3.474155437383368,,,,1,1,-0.11028131751451717,0.29648704504400303,-0.03150518915023411
1.1547005383792517,3.651483716701108,1.60635498627762,7.795728373988794e-22,5.0393894821584955e-21,0.2741202551752041,3.599005746485561,3.5990630094123452,3.6082504998867435,,,1,1,-0.1589344723109817,0.3496962307964564,-0.036061220106222924
1.1547005383792517,1.8257418583505536,4.366283029990495,0.146288297877802,0.26855696421230657,0.7950427081123446,,3.089292584389975,,,,1,1,0.14559267359396671,0.007073587130907437,0.002034277654377633
1.1547005383792517,2.1908902300206647,4.067558323621382,7.442144430920197e-30,0.18434987483589338,1.036962943837042,3.1888073998405377,3.190246124568067,,,,1,1,0.08750125443934882,0.07208060333105253,-0.004881319391149535
1.1547005383792517,2.5560386016907755,3.1687638123529123,0.3648122520939176,0.14315160577366556,0.33623662419721545,3.271999798099579,3.2838149807148005,3.272351117561905,,,1,1,0.022742393008071404,0.14542192237702195,-0.013463777005841573
1.1547005383792517,0.0,4.073781755004072,-3.4024852895506214e-35,4.610013522781813e-34,8.976387147600276,2.8047721204103637,2.804798252767409,2.8047974607921757,,,1,1,0.4162039381800339,-0.29315420488604005,0.03165080508525791
1.1547005383792517,0.3651483716701107,4.1018417877295335,8.936565373828621,6.950366780969452e-34,8.936582093755668,2.8182903764035303,2.818270190689391,2.8183181176700645,,,1,1,0.3617434605709114,-0.23268586561776414,0.025642943426104566
1.1547005383792517,0.7302967433402215,4.177614794388951,8.719354663646378,1.6213308276088266e-33,8.719412449383043,2.8573470090539357,,2.8573744605292486,,,1,1,0.30781312711661046,-0.17288020654301534,0.019767617805656657
1.1547005383792517,1.0954451150103324,4.284286591948389,8.183709377748041,1.023181624013319e-33,8.183849698024916,2.9214420180133076,,2.9214683093913343,,,1,1,0.25422611356119873,-0.11350369734187796,0.013978122159931024
1.1547005383792517,1.460593486680443,4.3833155790378555,1.8220329005069831e-32,4.997065224943242e-34,7.349548375770153,,,3.0013934892731005,,,1,1,0.20055417988945398,-0.054021037995324324,0.008167396485122142
1.8475208614068024,2.921186973360886,6.196517771534879,3.7416918955702023,2.8140282901659623,3.7705704122928756,3.875117789295038,,3.8745933243169817,,,1,1,1.0408423324564582,-0.21104982897318803,0.01772835792353222
1.8475208614068024,3.286335345030997,5.088201070382519,1.0150723529343313,1.0147891744840523,1.1332968086542794,,,,,,1,1,0.9737554466931377,-0.13479847951216462,0.008563894225829375
1.8475208614068024,3.651483716701108,3.4100582571905367,0.11244759745840771,2.2879437667069294e-30,0.1715374293963221,,3.9545630233183005,3.968197311112079,,,1,1,0.9003371596849323,-0.05063287849503522,-0.0021834197830946506
1.8475208614068024,1.8257418583505536,5.995511856174668,7.024845532749895,3.729457635287924e-26,7.025152562385222,3.6171824309734553,3.6171827615052226,3.6172025906435077,,,1,1,1.2029257006484504,-0.39083226598379606,0.035427426742148285
1.8475208614068024,2.1908902300206647,6.054033947773295,7.952042341601135e-25,7.961128331347531e-25,5.689267407402968,3.675779932986728,,3.676007484262513,,,1,1,1.1488036903601406,-0.3307870108665362,0.029504181913198174
1.8475208614068024,2.5560386016907755,6.061895124256694,3.0960313509519266,2.5005649482302075,3.1218929931705492,3.764734344839129,3.765949235878286,3.7643995787821174,,,1,1,1.094118781014995,-0.2700381319282317,0.023440212320039105
1.8475208614068024,0.0,5.621123326152853,1.2423584277289265e-31,5.788818799424184e-31,8.942290532375265,3.437704031526672,,3.4359942562640824,,,1,1,1.4726271068452352,-0.6899227350141409,0.06481648957570803
1.8475208614068024,0.3651483716701107,5.645361953643329,8.927593423772759,3.451072011228039e-32,8.927609588403717,3.4456757921593755,,3.445697191106366,,,1,1,1.4181241691779463,-0.6294013206731568,0.05879801290201306
1.8475208614068024,0.7302967433402215,5.700390189027113,8.822859742879642,2.7197427959745576e-35,8.822896601020652,3.4690156080969543,3.4692027241811454,3.4690365766243723,,,1,1,1.3639633382650274,-0.5693075397751353,0.052865062916910614
1.8475208614068024,1.0954451150103324,5.780967247981939,8.519892444512434,2.9579079449619283e-33,8.519975219433649,3.5065155865913864,3.506894145490612,3.5065357086487765,,,1,1,1.3100863831695644,-0.509568603648934,0.04700308188617217
1.8475208614068024,1.460593486680443,5.876829927876708,9.440325453339893e-34,9.593786707916863e-32,7.989560193292544,3.5566125719028228,,3.5565767646168607,,,1,1,1.2563792683067674,-0.45004196781356504,0.04118356091360024
2.0784609690826525,2.921186973360886,6.201867738863859,0.09027219308321881,6.461016708407941e-30,0.1286846679628965,3.98043694075962,3.9772022870673487,3.9806851522553455,,,1,1,1.3873119380516667,-0.33621669239939833,0.027365723430384247
2.0784609690826525,3.286335345030997,5.819618032358646,0.6353306441309445,3.809497390745021e-28,0.6146341869296732,4.047410696150664,4.042119435834175,4.047203220486232,,,1,1,1.328292463339981,-0.2700496067529186,0.020218112495590145
2.0784609690826525,3.651483716701108,4.996596527749592,0.5846452479141538,5.30424904284945e-31,0.6726126133030721,4.107294379413805,,4.108004572970692,,,1,1,1.2643755242049193,-0.1977606905772188,0.011846135454952033
2.0784609690826525,1.8257418583505536,6.540444242683529,7.004437837978155e-32,4.921330600577211e-33,7.574212921416522,,,3.783159706809354,,,1,1,1.5553906664567687,-0.5234933296763936,0.046563632302277766
2.0784609690826525,2.1908902300206647,6.63248551734331,6.270976812902102,1.1742600481588437e-27,6.271615465896219,3.834931087658519,3.83494498298902,3.834950737205519,,,1,1,1.501641091535805,-0.4639136187683165,0.040733496315164194
2.0784609690826525,2.5560386016907755,6.666004700404464,2.0175621023665484,2.0244213729200284,3.1786334020237397,3.9054016689901574,,3.9040821216449872,,,1,1,1.4472412711526346,-0.4035211010324807,0.03474079896249889
2.0784609690826525,0.0,6.199684078729582,1.573420627617262e-29,6.918112942952624e-32,8.913354417055709,3.6252160784516696,3.625378813961345,3.625204754730483,,,1,1,1.8254657211654188,-0.82305085934657,0.0760461072638038
2.0784609690826525,0.3651483716701107,6.216716627776943,8.903625679045534,-1.415812179242533e-35,8.903645540122023,3.6317419707209018,3.6317378497875024,3.63176215256494,,,1,1,1.7708827159598728,-0.7624293605827648,0.07000761370554463
2.0784609690826525,0.7302967433402215,6.265521431778037,8.820038826044343,5.4370949237201374e-30,8.820077038347584,3.651231413320446,3.651247251308347,3.6512512002883315,,,1,1,1.7166527358093684,-0.7022491431377615,0.06405737641104582
2.0784609690826525,1.0954451150103324,6.358982085525097,5.9594672368262235e-34,3.4126205356392894e-34,8.589383846118654,3.6899320110036924,3.6899991047552296,3.6898600158489097,,,1,1,1.6629189317671524,-0.642689145828119,0.058231183143619136
2.0784609690826525,1.460593486680443,6.44479992880219,9.770840417127917e-31,-3.304082513975514e-33,8.15210098708209,3.731619986164697,3.7314595533978947,3.7314525125328997,,,1,1,1.6091002076086036,-0.58302299837306,0.05238375984710922
0.4618802153517006,2.921186973360886,1.6518843000772985,0.2607552311725445,1.4110696529596643e-26,0.8974602982063624,3.0525347261149007,3.0521253055379254,3.055727335919655,,,1,1,-1.0881145640868344,0.6026254302991252,-0.0526306508605903
0.4618802153517006,3.286335345030997,1.959780379010375,1.0178639231492184,1.0298503087875517,1.6846653266108582,3.2335575992486016,3.2325415014252634,,,,1,1,-1.13946575229365,0.6592071578145174,-0.05786119016916694
0.4618802153517006,3.651483716701108,,,,,,,,,,1,1,,,
0.4618802153517006,1.8257418583505536,3.0414564265245554,2.3782023326467474,2.3752619893101743,2.4112489425847996,2.5757430309296327,2.5757093316055237,,,,1,1,-0.908358106541426,0.40075163159674676,-0.030513309703620158
0.4618802153517006,2.1908902300206647,2.4661711641492436,0.510460021311844,1.1626766032264583e-28,0.49207181410935946,2.725811567037519,2.724982699039153,,,,1,1,-0.9695224207627795,0.4695997666303113,-0.03819713051583121
0.4618802153517006,2.5560386016907755,2.3103670135685697,1.202111753532434,0.9835704204254303,1.20223115479776,,2.904980121420325,,,,1,1,-1.0260258337419703,0.5326217751111724,-0.044715726017501595
0.4618802153517006,0.0,2.8580289752452757,1.6133754963828725e-30,5.88105673527316e-33,9.005573292367481,,,2.013886337354275,,,1,1,-0.636534910580835,0.09900892536164449,-0.0005937994291089297
0.4618802153517006,0.3651483716701107,2.8841237138498883,1.3580771408388735e-31,7.456969939443176e-33,8.979905765872367,2.0423825648315916,2.042383810247544,2.0417827146962493,,,1,1,-0.6910172247913002,0.15950456038159888,-0.006607120238597962
0.4618802153517006,0.7302967433402215,2.9566212303078894,9.43343435982037e-34,5.9862108249297665e-34,8.653391569667004,2.132037046289134,,2.131951237591095,,,1,1,-0.7449839525811724,0.21935571237581175,-0.012491544442938695
0.4618802153517006,1.0954451150103324,3.0279177336920373,7.603199507882677,-4.399854278842013e-31,7.603322544457552,2.2541414698746105,,2.254178054303058,,,1,1,-0.7989640249607541,0.2792235451071615,-0.0183793047947068
0.4618802153517006,1.460593486680443,3.084583714176529,6.068131560879489,-8.707335907428576e-32,6.068494075648681,2.402831350352603,2.4037088477032573,2.402847391184481,,,1,1,-0.8531066587058875,0.3392945795454509,-0.024307705487862832
0.6928203230275509,2.921186973360886,2.3971675039060854,1.5707428576173839,1.0235720630719969,1.5502779373015678,3.1626419187851504,,,,,1,1,-0.7334234780860722,0.46718171636597317,-0.04093791525234991
0.6928203230275509,3.286335345030997,,,,,,,,,,1,1,,,
0.6928203230275509,3.651483716701108,1.1932064888723852,5.9764970543546855e-24,1.058849100493432e-28,1.2726724548314647,3.436750680480661,,3.4404902985122656,,,1,1,-0.856345334198591,0.605619521020367,-0.05645386379422499
0.6928203230275509,1.8257418583505536,3.4103858062106784,3.294987127720725,3.2942092610884184,3.4091897341585025,2.7404133909735227,2.7405118826122363,2.7415794762189467,,,1,1,-0.5578487296978046,0.27053505411002055,-0.01986600138466494
0.6928203230275509,2.1908902300206647,2.3043619481993076,0.371685658436573,5.330521877047051e-21,0.38470657683181425,2.833443423520659,,,,,1,1,-0.6249101394262254,0.34675455852741927,-0.029024096073642827
0.6928203230275509,2.5560386016907755,2.6677229945430234,0.9565531499173199,0.9387704481297866,0.999384574442324,3.005149951888288,3.0056584722975046,3.0025746123204,,,1,1,-0.6756450502173674,0.40256593927321943,-0.03410056602830102
0.6928203230275509,0.0,3.1785902829571597,8.99767752603278,9.87148843193226e-34,8.997678847350869,2.3034729055542202,2.3034861299002376,2.3035096046606696,,,1,1,-0.28656295675914956,-0.03053587334766169,0.009919153134362289
0.6928203230275509,0.3651483716701107,3.205340119602055,4.796653433954277e-32,3.612605417606374e-32,8.969282776646756,2.3225680023892976,2.3225665665163526,2.32254653423716,,,1,1,-0.34103799210250063,0.029950663088399873,0.003907652041651819
0.6928203230275509,0.7302967433402215,3.2875549236575896,8.700632057310223,2.2320039041863764e-31,8.700691902935493,2.3837549359226275,,2.3837891133708564,,,1,1,-0.394896750030178,0.08966685275486926,-0.0019497796971402089
0.6928203230275509,1.0954451150103324,3.3948818192573107,7.925184770782597,2.7185034308537797e-32,7.925369607312424,2.4799273247325497,2.4801329233572447,2.479958490372718,,,1,1,-0.4484764847184755,0.1490342633721138,-0.0077374556260872765
0.6928203230275509,1.460593486680443,3.408311329083115,4.250421998084523e-24,1.1079418243357789e-23,5.892778647763972,2.5664713499755147,2.566490845888072,2.566086575164386,,,1,1,-0.5030995236931498,0.20970580434732944,-0.013785957626628554
0.9237604307034012,2.921186973360886,2.0759510981539187,1.8264156806779601,-1.0056571661609955e-30,1.8264547456044975,3.273037135280714,3.2444295857260603,,,,1,1,-0.3905823877473209,0.3465504970103343,-0.032207678559612166
0.9237604307034012,3.286335345030997,2.0084760000047543,0.847857482521389,0.21420280257198007,0.7804989555286356,,3.3873398932761503,,,,1,1,-0.446104366810606,0.40834571309631335,-0.03848091558230613
0.9237604307034012,3.651483716701108,1.3866787767693403,0.5968756701392139,3.0667297957817614e-23,0.5967857358115554,,,3.5120728006619646,,,1,1,-0.5077854805970717,0.4778398475862682,-0.04629393628579524
0.9237604307034012,1.8257418583505536,3.8795451860601204,3.5496511778634745,1.965539766188158,3.5502835709782983,2.903878238479913,2.9158023181304773,,,,1,1,-0.20622568618570214,0.13892639328769274,-0.008940276398589395
0.9237604307034012,2.1908902300206647,3.538457473086032,1.8220025566466629,1.8218346954443616,1.934826039475879,3.040849153450659,,3.0320882063789534,,,1,1,-0.2647878054137086,0.20452178457957362,-0.015973548462463717
0.9237604307034012,2.5560386016907755,2.393236915664387,0.7488860876232994,0.7501032047365285,0.8462166550231407,,,3.1129276784114785,,,1,1,-0.3322847340244658,0.2812856875998927,-0.02524052287202569
0.9237604307034012,0.0,3.5935948914765303,4.0947380317088015e-33,6.605781970745421e-29,8.983072499330758,,2.553704200918992,2.553730718227875,,,1,1,0.06445836707150769,-0.16139238456818294,0.020694448200076525
0.9237604307034012,0.3651483716701107,3.624493682376551,2.4397323571481858e-30,1.4422271589990738e-29,8.937804276243355,,2.570455823640639,2.570471263053554,,,1,1,0.010029431219880203,-0.10096347249677591,0.014694471980296959
0.9237604307034012,0.7302967433402215,3.7085645975462214,8.67738662856153,2.534725559666202e-31,8.677456372142201,2.620251171082225,,2.6202822657966367,,,1,1,-0.04380870325097341,-0.0412730621513362,0.008842196105710864
0.9237604307034012,1.0954451150103324,3.8145812970653754,8.028700813196924,1.1283914389733836e-33,8.02887263756992,2.697844921146118,,2.6978740012677163,,,1,1,-0.09740299567349943,0.01811254563369402,0.0030508807432066652
0.9237604307034012,1.460593486680443,3.9096796959131455,7.360463401788355e-31,3.4240913537258085e-31,7.0589126766487285,,2.7968511226298873,2.796746043672128,,,1,1,-0.1511186025479297,0.07764979648360454,-0.002770763232273595
1.3856406460551018,2.921186973360886,3.5403135842001676,0.7512305380940809,0.7022203143124748,0.8934229414884044,3.5308889109960635,3.529097388644495,,,,1,1,0.318508629569633,0.07602701249974304,-0.008894996014273949
1.3856406460551018,3.286335345030997,1.978778222178586,4.3486742937451544e-27,1.3091961496965432e-25,0.3414326809894487,3.6024907007390357,,3.602887165620802,,,1,1,0.2463859809077655,0.1585730655839501,-0.01931840043661352
1.3856406460551018,3.651483716701108,,,,,,,,,,1,1,,,
1.3856406460551018,1.8257418583505536,4.9849139460312095,7.518687912737899e-30,1.0288992877905683e-31,6.828003880231667,3.2858046711138473,3.2857316571655173,3.285648442859424,,,1,1,0.4988765119526389,-0.1266110672496324,0.0133752013520956
1.3856406460551018,2.1908902300206647,5.075972573630565,2.764717960731633,3.058662825590666,5.094667091087284,3.3976783285726913,3.3899783445464347,,,,1,1,0.445116018731004,-0.06701770846571603,0.007542335789814178
1.3856406460551018,2.5560386016907755,4.295859990660055,0.8076123843176949,0.37705270247226963,0.8489084117494412,3.4573920567144936,,3.457824644407245,,,1,1,0.3816758453919261,0.004675250465003965,-0.0007104498018279722
1.3856406460551018,0.0,4.594147965002316,8.973765162011302,3.706418901286067e-35,8.973772305466584,3.0440104788599056,3.0440889953581762,3.04403525599216,,,1,1,0.7683959464715675,-0.42547407168265666,0.04271877126619123
1.3856406460551018,0.3651483716701107,4.61860495850622,1.2001560654010684e-32,2.7930501154436915e-33,8.946045472257026,3.0551297656550545,3.0551437837421016,3.0551243387362446,,,1,1,0.7138954350933165,-0.3649556902029702,0.036700901164755786
1.3856406460551018,0.7302967433402215,4.68433312854796,2.1027442838420175e-33,4.529128465937076e-31,8.78469200643413,,,3.086328359591261,,,1,1,0.6598534923432637,-0.3050105195085315,0.030797673220369887
1.3856406460551018,1.0954451150103324,4.785436592764992,8.356097593656932,-5.518679474192089e-31,8.356202111441682,3.138842340903723,3.139213597373284,3.1388657642441657,,,1,1,0.6062046084173808,-0.24555667234430512,0.024992709982026455
1.3856406460551018,1.460593486680443,4.8926543053580005,1.5371742050566084e-33,1.368943903861945e-32,7.654934582228011,,3.2062801047723175,3.206220823056093,,,1,1,0.5526236605845642,-0.1861877452964118,0.01920473076694964
2.309401076758503,2.921186973360886,7.145754831905151,1.3366882670186857,1.3363157706060913,1.4174877052819603,4.105731406209256,4.105730820020823,4.1011847553074645,,,1,1,1.7442097339325675,-0.47441879368272405,0.03961013650865938
2.309401076758503,3.286335345030997,6.895398197510277,0.9470974756207612,0.9302019349921171,1.180541277527748,4.178976441116785,4.179393218205678,,,,1,1,1.6866557377998856,-0.41008355625999904,0.03282889521861622
2.309401076758503,3.651483716701108,6.152844568849337,0.6139757393401392,2.9775768579420255e-30,0.5404301574587274,4.235347861108082,4.229284666643416,,,,1,1,1.6236328861753584,-0.33891224947246745,0.02468044005561176
2.309401076758503,1.8257418583505536,7.118895812253541,2.2335754633792612e-33,1.0941117082741042e-31,7.775333569231229,,3.9407048861093004,3.9406731696565958,,,1,1,1.908228067632433,-0.6566199375781738,0.057792946704243786
2.309401076758503,2.1908902300206647,7.210609537893182,7.212481265020029,1.0960757844533938e-30,7.212669606857691,3.9919072410056446,,3.9919187548791744,,,1,1,1.8544748532779123,-0.5970356773781502,0.05196190085874093
2.309401076758503,2.5560386016907755,7.270005093545521,5.881231315252626,0.7780375756256526,5.884671516852469,4.040826963937001,4.040741056236162,4.040909841711243,,,1,1,1.8003625481457548,-0.537002553706081,0.04604108231882892
2.309401076758503,0.0,6.793967184273104,1.805703350570686e-28,2.4827742300347482e-30,8.919437422104563,3.8064724712981275,3.8064651825795126,3.8070587149763835,,,1,1,2.178479028296344,-0.9563973496924266,0.08731939815458513
2.309401076758503,0.3651483716701107,6.821481301964997,8.877579291018716,3.3516708691735055e-35,8.877602283313122,3.811379219797685,3.811361950001788,3.8113983401353795,,,1,1,2.1240124849646267,-0.8959214282709067,0.081310020064783
2.309401076758503,0.7302967433402215,6.864062674583401,8.817440601767169,-6.908403928180146e-32,8.817477993953636,3.8277830755077358,3.8277683630340307,3.8278017397333453,,,1,1,2.069713355576537,-0.8356547742789215,0.07534249546088782
2.309401076758503,1.0954451150103324,6.929790844625142,8.613241631639637,7.762611758910306e-33,8.613313202316743,3.854432931993014,3.854424356173581,3.85445091959917,,,1,1,2.015671412826484,-0.7757096035844829,0.06943926751650192
2.309401076758503,1.460593486680443,7.029802478775034,1.388925792089606e-29,1.2048239373693598e-31,8.266438065014816,3.8966894784120245,3.896499814038814,3.8963114820589904,,,1,1,1.9620103974554106,-0.7162405921137684,0.06363127141686088
