a1,a2,max_dim,iLayer,logZ,magnetizationX,magnetizationY,magnetizationZ,magnetizationXY,magnetizationXYZ
2.449489742783178,4.898979485566356,10,60,6.623579215943059,0.5276997149337541,0.527699714933755,2.842110544738359,0.7462800937197318,2.9384564531051507
2.449489742783178,4.409081537009721,10,60,6.342387181679615,0.65113264907864,0.6518750062742878,2.163306355942637,0.9213656985699382,2.3513419870710175
2.449489742783178,3.919183588453085,10,60,6.12132227992472,0.8175331564945586,0.8175331564945494,1.1017064253903603,1.1561664776042841,1.597021593993739
2.449489742783178,3.4292856398964493,10,60,5.949511717662254,0.9066712388427068,0.9041006620907404,0.8250463866424576,1.280410380517701,1.5232046095811487
2.449489742783178,2.939387691339814,10,60,5.81197560529023,1.292541467067002,0.794249448989013,0.6085829750664937,1.5170681037142228,1.6345852283829843
2.449489742783178,2.449489742783178,10,60,5.705839117561251,1.0511050624924871,1.1107773731173292,0.4723335338655786,1.5292639487762634,1.6005459044465784
2.449489742783178,1.9595917942265424,10,60,5.623817416086102,1.4802315878546135,0.6407081919164926,0.3794578988889431,1.6129453000246137,1.6569794319485993
2.449489742783178,1.469693845669907,10,60,5.564786726239015,1.3676311310162297,0.6281203129746767,0.3179359802756514,1.5049750955069447,1.5381915763811662
2.449489742783178,0.9797958971132712,10,60,5.522965606490148,1.3303534545458058,0.4766125480914364,0.2783690201055792,1.413152445782185,1.4403086982916933
2.449489742783178,0.4898979485566356,10,60,5.497645648951002,0.4033188030672894,1.174648758736376,0.2556636872212219,1.241960451587948,1.2680022414302314
2.449489742783178,0.0,10,60,5.48911045514556,0.994769356023625,0.3352646671551088,0.2481813439295507,1.0497468593552846,1.078685518675838
2.2045407685048604,4.898979485566356,10,60,6.535008664145345,0.4434906458491117,0.4434906525595781,3.2316533197098285,0.6271904908904332,3.291952473936241
2.2045407685048604,4.409081537009721,10,60,6.210883518744759,0.557157510478511,0.5571575104785108,2.766708112327085,0.7879397076967399,2.876720834871143
2.2045407685048604,3.919183588453085,10,60,5.908684479132534,0.7446937470407441,0.7446904002453333,1.748371344121422,1.053153630340388,2.0410622053342924
2.2045407685048604,3.4292856398964493,10,60,5.693899572753125,0.9099919110061376,0.909991911006115,0.9743322368775836,1.2869229021946744,1.6141542255968107
2.2045407685048604,2.939387691339814,10,60,5.520009060452067,1.2334579378720951,0.9164601501429972,0.6951337205975318,1.5366579617142542,1.6865730286031417
2.2045407685048604,2.449489742783178,10,60,5.3894380687164505,0.8125193724304678,1.5449586083681723,0.5118809770212263,1.7455901100045568,1.8190950955851446
2.2045407685048604,1.9595917942265424,10,60,5.290387684183753,1.5945869874798426,0.7892896880779501,0.3936715832898196,1.7792374412501069,1.822268692546777
2.2045407685048604,1.469693845669907,10,60,5.219437221429409,1.6611932686735154,0.6214159384711756,0.3178571792221454,1.7736180097394731,1.801875142970586
2.2045407685048604,0.9797958971132712,10,60,5.170129821903337,0.5462510985519162,1.545876570343992,0.2708269691586123,1.6395501314103447,1.6617676975532165
2.2045407685048604,0.4898979485566356,10,60,5.141087734034099,0.4674548293774758,1.3774817456447197,0.245080153173673,1.4546374039920564,1.4751387251958306
2.2045407685048604,0.0,10,60,5.131453115371324,0.3911581397015843,1.1729520378341591,0.2368620640480663,1.236455083419576,1.258937969361168
1.9595917942265424,4.898979485566356,10,60,6.469662443459463,0.3567740299304702,0.3567740299304688,3.5147579536948035,0.5045546718301746,3.5507884884806273
1.9595917942265424,4.409081537009721,10,60,6.110795177490673,0.4531601300394656,0.4531599548551827,3.2194369792219497,0.6408650779545852,3.282603008486328
