a1,a2,a3,max_dim,iLayer,logZ,magnetizationX,magnetizationY,magnetizationZ,magnetizationXY,magnetizationXYZ
1.1547005383792517,1.8257418583505536,4.47213595499958,10,0,-34.657359027997266,2.624990051063974,2.624990051063974,0.0,3.712296531309115,3.712296531309115
1.1547005383792517,1.8257418583505536,4.47213595499958,10,1,2.49052320050241,1.2981621971038997,1.4535835533251134,1.6915039123137598,1.948879225731263,2.580565000510478
1.1547005383792517,1.8257418583505536,4.47213595499958,10,2,2.8857343346198805,1.6288027714995716,1.6371819694723582,1.4486344204448725,2.3094075581434463,2.726152041561095
1.1547005383792517,1.8257418583505536,4.47213595499958,10,3,3.3618463142562383,1.5866405583559584,1.583817670523062,1.3143805940009,2.241853401737323,2.5987502805709064
1.1547005383792517,1.8257418583505536,4.47213595499958,10,4,3.234148950874469,1.5810249624082195,1.568978330485262,1.2132381719768106,2.227404977387415,2.5363910966631042
1.1547005383792517,1.8257418583505536,4.47213595499958,10,5,3.164222264892253,1.5855264594329794,1.5439599236282886,1.1429391122664374,2.2130762298963744,2.4907862641504876
1.1547005383792517,1.8257418583505536,4.47213595499958,10,6,3.129029529890074,1.6371767856884187,1.445103577327941,1.0860231650928882,2.183728961387625,2.438876481481063
1.1547005383792517,1.8257418583505536,4.47213595499958,10,7,3.111015947223377,1.838530240229213,1.189956194894365,1.09408194263591,2.1900203629201176,2.4481022215599433
1.1547005383792517,1.8257418583505536,4.47213595499958,10,8,3.102790321412732,2.051105627717096,0.8236447797187765,1.0964629534483517,2.210299757772853,2.4673175773490152
1.1547005383792517,1.8257418583505536,4.47213595499958,10,9,3.0989835875565017,2.193262585184144,0.3081469821962354,1.0843281941089054,2.21480367757625,2.465993301439556
1.1547005383792517,1.8257418583505536,4.47213595499958,10,10,3.0979916703366848,2.200338520171884,0.2299472699404298,1.086281991129765,2.2123212583856926,2.4646244976787237
1.1547005383792517,1.8257418583505536,4.47213595499958,10,11,3.09749089991023,2.2040039106502958,0.1666685399111473,1.087315246037657,2.2102967312915047,2.4632632998978896
1.1547005383792517,1.8257418583505536,4.47213595499958,10,12,3.097258053380427,2.2049455657039627,0.1058781559738252,1.0875679235125495,2.207486156611177,2.4608533316480656
1.1547005383792517,1.8257418583505536,4.47213595499958,10,13,3.0971593062693827,2.205288107930941,0.0707894694454135,1.0876622970766947,2.2064239819141727,2.4599422880320065
1.1547005383792517,1.8257418583505536,4.47213595499958,10,14,3.0971137234566304,2.205396058629205,0.0424553533601296,1.0876925735724496,2.2058046677904564,2.459400204735054
1.1547005383792517,1.8257418583505536,4.47213595499958,10,15,3.097091835311204,2.2053920285028186,0.0248049408116368,1.087691324233085,2.2055315197186474,2.4591546720945323
1.1547005383792517,1.8257418583505536,4.47213595499958,10,16,3.097081214164504,2.205387548216456,0.0141689323671066,1.0876901004878123,2.2054330632491697,2.4590658289626575
1.1547005383792517,1.8257418583505536,4.47213595499958,10,17,3.097075968480178,2.2053828150799157,0.0075066161800573,1.0876887987401964,2.205395590440928,2.4590316454330514
1.1547005383792517,1.8257418583505536,4.47213595499958,10,18,3.0970733467704488,2.2053805369634785,0.0037638347661648,1.087688168970233,2.205383748754277,2.45902074659554
1.1547005383792517,1.8257418583505536,4.47213595499958,10,19,3.0970720306408768,2.20537992101144,0.0019412488514526,1.087688001550333,2.2053807753872188,2.4590180058641473
1.1547005383792517,1.8257418583505536,4.47213595499958,10,20,3.097071376108281,2.205379328147057,0.0009837430784635,1.087687838362429,2.2053795475538465,2.4590168324943082
1.1547005383792517,1.8257418583505536,4.47213595499958,10,21,3.097071048581493,2.205379057055103,0.0004757269007218,1.0876877636063742,2.205379108365122,2.4590164055394945
1.1547005383792517,1.8257418583505536,4.47213595499958,10,22,3.097070884091545,2.205378982761536,0.0002416661477588,1.0876877434562018,2.205378996002464,2.4590162958536244
1.1547005383792517,1.8257418583505536,4.47213595499958,10,23,3.0970708022666344,2.2053789119709664,0.0001223333264972,1.0876877239732243,2.205378915363908,2.459016214914765
1.1547005383792517,1.8257418583505536,4.47213595499958,10,24,3.097070761320558,2.205378879654587,5.913295434148418e-05,1.0876877150661628,2.2053788804473546,2.4590161796598813
1.1547005383792517,1.8257418583505536,4.47213595499958,10,25,3.0970707407581486,2.205378870723884,2.982864805379245e-05,1.0876877126446935,2.2053788709256064,2.459016170049182
1.1547005383792517,1.8257418583505536,4.47213595499958,10,26,3.0970707305276157,2.205378862293363,1.4772723830651895e-05,1.087687710324843,2.2053788623428403,2.459016161325562
1.1547005383792517,1.8257418583505536,4.47213595499958,10,27,3.0970707254082463,2.20537885844379,6.396150361150083e-06,1.0876877092640278,2.205378858453065,2.459016157367774
1.1547005383792517,1.8257418583505536,4.47213595499958,10,28,3.0970707228377115,2.2053788573692503,6.685894037251309e-07,1.0876877089727492,2.2053788573693516,2.4590161562670008
1.1547005383792517,1.8257418583505536,4.47213595499958,10,29,3.0970707215586057,2.205378856364061,3.1523244372827937e-06,1.0876877086961911,2.205378856366314,2.4590161552450933
1.1547005383792517,1.8257418583505536,4.47213595499958,10,30,3.0970707209185524,2.205378855904897,3.5608333823544223e-06,1.087687708569666,2.2053788559077714,2.459016154777882
1.1547005383792517,1.8257418583505536,4.47213595499958,10,31,3.097070720597208,2.2053788557754364,3.6479710683579258e-06,1.0876877085345715,2.2053788557784535,2.45901615464638
1.1547005383792517,1.8257418583505536,4.47213595499958,10,32,3.097070720437285,2.205378855655435,3.669919776242196e-06,1.0876877085015562,2.2053788556584886,2.459016154524185
1.1547005383792517,1.8257418583505536,4.47213595499958,10,33,3.0970707203572627,2.205378855600569,3.675694992038416e-06,1.087687708486427,2.2053788556036324,2.4590161544682947
1.1547005383792517,1.8257418583505536,4.47213595499958,10,34,3.0970707203170917,2.2053788555849008,3.677021420366661e-06,1.087687708482168,2.2053788555879663,2.4590161544523608
1.1547005383792517,1.8257418583505536,4.47213595499958,10,35,3.097070720297097,2.205378855570497,3.677359294794305e-06,1.0876877084781926,2.205378855573563,2.459016154437685
1.1547005383792517,1.8257418583505536,4.47213595499958,10,36,3.097070720287092,2.2053788555638727,3.677448534019124e-06,1.0876877084763543,2.2053788555669387,2.459016154430931
1.1547005383792517,1.8257418583505536,4.47213595499958,10,37,3.0970707202820704,2.2053788555619445,3.677469121350224e-06,1.087687708475821,2.2053788555650105,2.4590161544289653
1.1547005383792517,1.8257418583505536,4.47213595499958,10,38,3.09707072027957,2.205378855560137,3.6774743471476473e-06,1.0876877084753032,2.205378855563203,2.459016154427115
1.1547005383792517,1.8257418583505536,4.47213595499958,10,39,3.09707072027832,2.205378855559283,3.6774757270609496e-06,1.087687708475053,2.205378855562349,2.4590161544262386
1.1547005383792517,1.8257418583505536,4.47213595499958,10,40,3.097070720277692,2.2053788555589944,3.6774760462560526e-06,1.0876877084749652,2.2053788555620604,2.459016154425941
1.1547005383792517,1.8257418583505536,4.47213595499958,10,41,3.097070720277379,2.2053788555587444,3.677476126844546e-06,1.0876877084748822,2.2053788555618103,2.4590161544256803
1.1547005383792517,1.8257418583505536,4.47213595499958,10,42,3.0970707202772227,2.205378855558575,3.6774761480600583e-06,1.0876877084748195,2.205378855561641,2.459016154425501
1.1547005383792517,1.8257418583505536,4.47213595499958,10,43,3.097070720277144,2.205378855558473,3.677476152950706e-06,1.0876877084747745,2.205378855561539,2.459016154425389
1.1547005383792517,1.8257418583505536,4.47213595499958,10,44,3.097070720277105,2.2053788555583806,3.6774761541615873e-06,1.0876877084747345,2.2053788555614466,2.4590161544252886
1.1547005383792517,1.8257418583505536,4.47213595499958,10,45,3.097070720277085,2.2053788555582976,3.6774761544722014e-06,1.0876877084746974,2.2053788555613636,2.459016154425198
1.1547005383792517,1.8257418583505536,4.47213595499958,10,46,3.097070720277076,2.2053788555582314,3.677476154540064e-06,1.087687708474663,2.2053788555612974,2.4590161544251234
1.1547005383792517,1.8257418583505536,4.47213595499958,10,47,3.097070720277071,2.2053788555581835,3.6774761545547855e-06,1.0876877084746426,2.2053788555612495,2.459016154425071
1.1547005383792517,1.8257418583505536,4.47213595499958,10,48,3.097070720277068,2.205378855558103,3.6774761545583625e-06,1.087687708474602,2.205378855561169,2.4590161544249813
1.1547005383792517,1.8257418583505536,4.47213595499958,10,49,3.097070720277067,2.205378855558087,3.677476154560712e-06,1.0876877084745955,2.205378855561153,2.459016154424964
1.1547005383792517,1.8257418583505536,4.47213595499958,10,50,3.0970707202770664,2.205378855558059,3.6774761545650816e-06,1.0876877084745786,2.205378855561125,2.459016154424931
