a1,a2,a3,max_dim,iLayer,logZ,magnetizationX,magnetizationY,magnetizationZ,magnetizationXY,magnetizationXYZ
1.1547005383792517,1.8257418583505536,4.47213595499958,10,0,-34.657359027997266,2.624990051063974,2.624990051063974,0.0,3.712296531309115,3.712296531309115
1.1547005383792517,1.8257418583505536,4.47213595499958,10,1,2.502645673868153,1.4719360016710938,1.3210066128347555,1.6405751985108534,1.9777901972071354,2.5696577682908606
1.1547005383792517,1.8257418583505536,4.47213595499958,10,2,3.127309692559284,1.54664972825223,1.6793063038466156,1.3854370063772503,2.2830232245953344,2.67051132607245
1.1547005383792517,1.8257418583505536,4.47213595499958,10,3,3.3556381671784385,1.4761689141037102,1.690004188276499,1.2328063010974484,2.2439226411260784,2.5602734610552456
1.1547005383792517,1.8257418583505536,4.47213595499958,10,4,3.227801027407939,1.401419952380422,1.7773848390908018,1.0963765298896804,2.2634210278160314,2.5149783785258903
1.1547005383792517,1.8257418583505536,4.47213595499958,10,5,3.160942498208985,1.2768142690174589,1.8740718104025835,1.0486445122150196,2.267686007389957,2.4984105229347082
1.1547005383792517,1.8257418583505536,4.47213595499958,10,6,3.127640713699307,1.065506520499184,1.9528525181762495,1.0425710609037144,2.224620664961466,2.456805144900078
1.1547005383792517,1.8257418583505536,4.47213595499958,10,7,3.1111368515350404,0.6212981037714612,2.0903920596237824,1.1633252591099308,2.18076828129175,2.471654497532242
1.1547005383792517,1.8257418583505536,4.47213595499958,10,8,3.1035635877555783,0.3695242062656344,2.1372667617845864,1.225423453473116,2.168976106379556,2.4912085401201156
1.1547005383792517,1.8257418583505536,4.47213595499958,10,9,3.1006493444294936,0.3544306185362705,2.137601854638965,1.228151773434616,2.166786272873249,2.490646408244763
1.1547005383792517,1.8257418583505536,4.47213595499958,10,10,3.099266566196015,0.3491455327863138,2.1376636853229902,1.2285846136632506,2.165989066134293,2.490166417640272
1.1547005383792517,1.8257418583505536,4.47213595499958,10,11,3.0985821596492418,0.3477823270086257,2.137684487252187,1.228754997944323,2.165790274707637,2.4900775809181797
1.1547005383792517,1.8257418583505536,4.47213595499958,10,12,3.0982410142501817,0.3469535588656295,2.137686984812168,1.2287538770203847,2.165659811014847,2.4899635554235506
